nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
82,70,0.24715000017749839,0.6078500000512577,2.459437586950077
82,75,0.2500000000509317,0.64544999941063,2.581799997116538
82,80,0.2597500006231712,0.6755999997949402,2.600962456878134
82,85,0.27409999984229216,0.6978000001254259,2.5457862113349736
82,90,0.28049999991708313,0.7316499995795311,2.6083778958852393
82,95,0.29485000004569883,0.7551499998044164,2.5611327783190627
82,100,0.3000499996232974,0.7886499997766805,2.6283952700110107
92,0,0.11290000020380825,0.20644999995056418,1.8286093851007839
92,5,0.12525000011009974,0.26614999978846754,2.1249500962436016
92,10,0.13914999999542485,0.30160000005707843,2.167445203499783
92,15,0.15174999998635025,0.3380499997547304,2.227677099078337
92,20,0.1634499999454419,0.37689999999201973,2.305903946881771
92,25,0.1745500003380584,0.41019999980562716,2.3500429619660577
92,30,0.18860000000131544,0.4524999999375723,2.399257687881316
92,35,0.2052499999081192,0.4868500004704401,2.3719853870323018
92,40,0.2182500002163578,0.5181500005164708,2.3741122565993726
92,45,0.22865000028104987,0.5639000000883243,2.4662147360384647
92,50,0.24344999974346138,0.5968000000393658,2.4514274005678853
92,55,0.2549000000726664,0.6425999995371967,2.5209886204551024
92,60,0.26099999968209886,0.6627500001741282,2.5392720344113626
92,65,0.2746999998635147,0.7037999998829036,2.56206771107604
92,70,0.2933500004473899,0.7294499996532977,2.486620073430404
92,75,0.2981499997076753,0.7770499996695435,2.6062384720154665
92,80,0.31614999988960335,0.8069000000432425,2.552269493357598
92,85,0.33399999983885204,0.8407000000261178,2.5170658695561015
92,90,0.3439500001150009,0.8785499999248714,2.5542956814395263
92,95,0.35459999980957946,0.9429500005353476,2.6591934603545195
92,100,0.3689499994834477,0.9768999998414074,2.647784255885964
